PDF,Seite,Bitfeld,Registerbits,Feldbits
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,41,RCIP,14,
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,41,JCIP,13,
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,41,RESERVED,12:5,
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,41,AWDF,4,
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,41,ROVRF,3,
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,42,JOVRF,2,
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,42,REOCF,1,
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,42,JEOCF,0,
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,42,CLRSCDF,31:24,7:0
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,42,CLRCKABF,23:16,7:0
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,42,RESERVED,15:4,
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,43,CLRROVRF,3,
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,43,CLRJOVRF,2,
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,43,RESERVED,1:0,
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,43,RESERVED,31:8,
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,43,JCHG,7:0,7:0
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,44,FORD,31:29,2:0
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,44,RESERVED,28:26,
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,44,FOSR,25:16,9:0
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,44,RESERVED,15:8,
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,44,IOSR,7:0,7:0
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,45,JDATA,31:8,23:0
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,45,RESERVED,7:3,
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,45,JDATACH,2:0,2:0
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,45,RDATA,31:8,23:0
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,45,RESERVED,7:5,
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,45,RPEND,4,
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,45,RESERVED,3,
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,45,RDATACH,2:0,2:0
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,46,AWHT,31:8,23:0
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,46,RESERVED,7:4,
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,46,BKAWH,3:0,3:0
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,47,AWLT,31:8,23:0
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,47,RESERVED,7:4,
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,47,BKAWL,3:0,3:0
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,47,RESERVED,31:16,
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,47,AWHTF,15:8,7:0
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,47,AWLTF,7:0,7:0
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,48,RESERVED,31:16,
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,48,CLRAWHTF,15:8,7:0
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,48,CLRAWLTF,7:0,7:0
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,48,EXMAX,31:8,23:0
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,48,RESERVED,7:3,
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,48,EXMAXCH,2:0,2:0
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,49,EXMIN,31:8,23:0
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,49,RESERVED,7:3,
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,49,EXMINCH,2:0,2:0
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,50,CNVCNT,31:4,27:0
rm0433-stm32h742-stm32h743753-and-stm32h750-value-line-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,50,RESERVED,3:0,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,31,DFSDMEN,31,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,31,CKOUTSRC,30,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,31,RESERVED,29:24,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,32,CKOUTDIV,23:16,7:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,32,DATPACK,15:14,1:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,32,DATMPX,13:12,1:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,32,RESERVED,11:9,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,32,CHINSEL,8,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,32,CHEN,7,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,33,CKABEN,6,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,33,SCDEN,5,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,33,RESERVED,4,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,33,SPICKSEL,3:2,1:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,33,SITP,1:0,1:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,34,OFFSET,31:8,23:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,34,DTRBS,7:3,4:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,34,RESERVED,2:0,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,34,RESERVED,31:24,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,34,AWFORD,23:22,1:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,34,RESERVED,21,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,34,AWFOSR,20:16,4:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,35,BKSCD,15:12,3:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,35,RESERVED,11:8,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,35,SCDT,7:0,7:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,35,RESERVED,31:16,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,35,WDATA,15:0,15:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,36,INDAT1,31:16,15:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,36,INDAT0,15:0,15:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,37,RESERVED,31:6,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,37,PLSSKP,5:0,5:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,37,RESERVED,31,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,37,AWFSEL,30,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,37,FAST,29,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,37,RESERVED,28:27,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,38,RCH,26:24,2:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,38,RESERVED,23:22,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,38,RDMAEN,21,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,38,RESERVED,20,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,38,RSYNC,19,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,38,RCONT,18,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,38,RSWSTART,17,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,38,RESERVED,16:15,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,38,JEXTEN,14:13,1:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,39,JEXTSEL,12:8,4:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,39,RESERVED,7:6,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,39,JDMAEN,5,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,39,JSCAN,4,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,39,JSYNC,3,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,39,RESERVED,2,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,39,JSWSTART,1,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,39,DFEN,0,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,40,RESERVED,31:24,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,40,AWDCH,23:16,7:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,40,EXCH,15:8,7:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,40,RESERVED,7,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,40,CKABIE,6,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,40,SCDIE,5,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,40,AWDIE,4,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,40,ROVRIE,3,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,41,JOVRIE,2,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,41,REOCIE,1,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,41,JEOCIE,0,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,41,SCDF,31:24,7:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,41,CKABF,23:16,7:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,41,RESERVED,15,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,41,RCIP,14,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,42,JCIP,13,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,42,RESERVED,12:5,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,42,AWDF,4,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,42,ROVRF,3,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,42,JOVRF,2,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,42,REOCF,1,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,42,JEOCF,0,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,43,CLRSCDF,31:24,7:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,43,CLRCKABF,23:16,7:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,43,RESERVED,15:4,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,43,CLRROVRF,3,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,43,CLRJOVRF,2,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,43,RESERVED,1:0,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,44,RESERVED,31:8,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,44,JCHG,7:0,7:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,45,FORD,31:29,2:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,45,RESERVED,28:26,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,45,FOSR,25:16,9:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,45,RESERVED,15:8,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,45,IOSR,7:0,7:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,46,JDATA,31:8,23:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,46,RESERVED,7:3,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,46,JDATACH,2:0,2:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,46,RDATA,31:8,23:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,46,RESERVED,7:5,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,46,RPEND,4,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,46,RESERVED,3,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,46,RDATACH,2:0,2:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,47,AWHT,31:8,23:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,47,RESERVED,7:4,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,47,BKAWH,3:0,3:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,48,AWLT,31:8,23:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,48,RESERVED,7:4,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,48,BKAWL,3:0,3:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,48,RESERVED,31:16,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,48,AWHTF,15:8,7:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,48,AWLTF,7:0,7:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,49,RESERVED,31:16,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,49,CLRAWHTF,15:8,7:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,49,CLRAWLTF,7:0,7:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,49,EXMAX,31:8,23:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,49,RESERVED,7:3,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,49,EXMAXCH,2:0,2:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,50,EXMIN,31:8,23:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,50,RESERVED,7:3,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,50,EXMINCH,2:0,2:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,51,CNVCNT,31:4,27:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,51,RESERVED,3:0,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,52,RESERVED,31:16,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,52,NBF,15:8,7:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,52,NBT,7:0,7:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,52,RESERVED,31:8,
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,52,MAJREV,7:4,3:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,52,MINREV,3:0,3:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,53,ID,31:0,31:0
rm0436-stm32mp157-advanced-armbased-32bit-mpus-stmicroelectronics_dfsdm.pdf,53,SID,31:0,31:0
rm0438-stm32l5-series-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,31,DFSDMEN,31,
rm0438-stm32l5-series-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,31,CKOUTSRC,30,
rm0438-stm32l5-series-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,31,RESERVED,29:24,
rm0438-stm32l5-series-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,32,CKOUTDIV,23:16,7:0
rm0438-stm32l5-series-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,32,DATPACK,15:14,1:0
rm0438-stm32l5-series-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,32,DATMPX,13:12,1:0
rm0438-stm32l5-series-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,32,RESERVED,11:9,
rm0438-stm32l5-series-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,32,CHINSEL,8,
rm0438-stm32l5-series-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,32,CHEN,7,
rm0438-stm32l5-series-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,33,CKABEN,6,
rm0438-stm32l5-series-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,33,SCDEN,5,
rm0438-stm32l5-series-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,33,RESERVED,4,
rm0438-stm32l5-series-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,33,SPICKSEL,3:2,1:0
rm0438-stm32l5-series-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,33,SITP,1:0,1:0
rm0438-stm32l5-series-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,34,OFFSET,31:8,23:0
rm0438-stm32l5-series-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,34,DTRBS,7:3,4:0
rm0438-stm32l5-series-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,34,RESERVED,2:0,
rm0438-stm32l5-series-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,34,RESERVED,31:24,
rm0438-stm32l5-series-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,34,AWFORD,23:22,1:0
rm0438-stm32l5-series-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,34,RESERVED,21,
rm0438-stm32l5-series-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,34,AWFOSR,20:16,4:0
rm0438-stm32l5-series-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,35,BKSCD,15:12,3:0
rm0438-stm32l5-series-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,35,RESERVED,11:8,
rm0438-stm32l5-series-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,35,SCDT,7:0,7:0
rm0438-stm32l5-series-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,35,RESERVED,31:16,
rm0438-stm32l5-series-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,35,WDATA,15:0,15:0
rm0438-stm32l5-series-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,36,INDAT1,31:16,15:0
rm0438-stm32l5-series-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,36,INDAT0,15:0,15:0
rm0438-stm32l5-series-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,37,RESERVED,31:6,
rm0438-stm32l5-series-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,37,PLSSKP,5:0,5:0
rm0438-stm32l5-series-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,37,RESERVED,31,
rm0438-stm32l5-series-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,37,AWFSEL,30,
rm0438-stm32l5-series-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,37,FAST,29,
rm0438-stm32l5-series-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,37,RESERVED,28:26,
rm0438-stm32l5-series-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,38,RCH,25:24,1:0
rm0438-stm32l5-series-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,38,RESERVED,23:22,
rm0438-stm32l5-series-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,38,RDMAEN,21,
rm0438-stm32l5-series-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,38,RESERVED,20,
rm0438-stm32l5-series-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,38,RSYNC,19,
rm0438-stm32l5-series-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,38,RCONT,18,
rm0438-stm32l5-series-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,38,RSWSTART,17,
rm0438-stm32l5-series-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,38,RESERVED,16:15,
rm0438-stm32l5-series-advanced-armbased-32bit-mcus-stmicroelectronics_dfsdm.pdf,38,JEXTEN,14:13,1:0
